word,pos,question_prompt_pre,question_prompt_post,question_type,bin,choice1,choice2,choice3,choice4,choice5
story,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
mail,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
thanks,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
morning,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
line,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
week,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
noise,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
star,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
seesaw,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cereal,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rope,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hair,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
dinner,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pants,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
ear,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
roar,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
fun,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pasta,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
holiday,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
ball,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
tunnel,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bowl,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
say,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
drop,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
lie,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
carry,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
trying,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
took,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
dancing,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
spill,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
wrap,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
slip,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
belong,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pushed,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
wobble,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
crawl,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
counting,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rescue,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
borrow,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
